,water2,water3,xtilt,ytilt
80,23.27,24.52,-5.392109055069181,-1.2053085353633135
81,23.29,24.52,-5.391982418314903,-1.2061814929435357
82,23.28,24.52,-5.3919710806961625,-1.2055575399515452
83,23.28,24.52,-5.391301924271206,-1.2044989608840593
84,23.29,24.52,-5.39193747690305,-1.2054105456466404
85,23.27,24.51,-5.391167435308394,-1.2051879764006106
86,23.28,24.52,-5.391813005351236,-1.2054915857805781
87,23.28,24.51,-5.391730432636551,-1.2057469128587464
88,23.28,24.52,-5.391588347793681,-1.2062243113005076
89,23.28,24.51,-5.39242068123205,-1.2058302116439819
90,23.28,24.51,-5.392005258524915,-1.2059490786895999
91,23.28,24.52,-5.390941474038462,-1.2056185042747545
92,23.28,24.51,-5.392029368977575,-1.2051378831814274
93,23.28,24.52,-5.391699113241755,-1.205258907094886
94,23.28,24.52,-5.3913492116373565,-1.2065609724422421
95,23.27,24.52,-5.392062746052435,-1.2051462888699762
96,23.27,24.52,-5.391779630567178,-1.2061433236881938
97,23.27,24.52,-5.390919429487471,-1.2056603997311808
98,23.27,24.52,-5.391470059612723,-1.2063448202596576
99,23.27,24.52,-5.392608073800063,-1.205755583715999
100,23.27,24.52,-5.391709955050738,-1.2055674784481747
101,23.27,24.52,-5.391819694202359,-1.2053310020139463
102,23.27,24.52,-5.391841798248732,-1.205140387863248
103,23.27,24.52,-5.391578154314399,-1.205873117117144
104,23.27,24.52,-5.391395049457361,-1.2048531014698127
105,23.26,24.52,-5.392757273235801,-1.2053327849677766
106,23.26,24.52,-5.391797436789168,-1.2056369431172953
107,23.25,24.52,-5.392101929459596,-1.205661555066531
108,23.25,24.52,-5.392207906417155,-1.2061553097824966
109,23.25,24.52,-5.392118396258088,-1.2059686029400185
110,23.25,24.52,-5.392468021691136,-1.2048462492231968
111,23.24,24.53,-5.393314553577323,-1.2045777026472786
112,23.24,24.53,-5.393192961830591,-1.2050068917687453
113,23.23,24.52,-5.392397386248739,-1.2061209306544196
114,23.23,24.52,-5.393189963658577,-1.2057165814634947
115,23.23,24.52,-5.394263597159532,-1.2057088382179175
116,23.22,24.52,-5.393721646031404,-1.2059852572584684
117,23.22,24.52,-5.394867978102245,-1.2059112526551619
118,23.22,24.53,-5.3945620103825505,-1.2061222064224828
119,23.21,24.53,-5.395436505355248,-1.2065554483421963
120,23.2,24.53,-5.394730474193774,-1.2067310682085117
121,23.2,24.53,-5.394830051226609,-1.2072847135778213
122,23.2,24.53,-5.3948347460919805,-1.2061595566011019
123,23.19,24.53,-5.396389932509055,-1.2069019894276667
124,23.18,24.53,-5.396315824151956,-1.2076135372252217
125,23.18,24.52,-5.395951732903953,-1.2071118245888086
126,23.18,24.53,-5.396675105982463,-1.207247283858157
127,23.17,24.52,-5.3976015362641485,-1.208059745342447
128,23.17,24.52,-5.397456294463337,-1.2075895210985284
129,23.15,24.52,-5.397995044570687,-1.2071640257382728
130,23.15,24.51,-5.398176900451989,-1.2071055655611078
131,23.13,24.52,-5.398849233784804,-1.2075007682970451
132,23.12,24.52,-5.3989669313904844,-1.206591513113533
133,23.11,24.53,-5.399020408061735,-1.2063609945234584
134,23.11,24.53,-5.400472647475713,-1.2087959694830976
135,23.09,24.53,-5.404069317397738,-1.209542449608207
136,23.08,24.53,-5.4058154678446755,-1.2109425025397382
137,23.06,24.53,-5.407991003727195,-1.2127206882077692
138,23.06,24.53,-5.4086921787152695,-1.2131241281843694
139,23.04,24.53,-5.411229198484161,-1.2140566496702432
140,23.03,24.53,-5.412532289913113,-1.2149565173907952
141,23.03,24.52,-5.417483248478313,-1.2174825899351225
142,23.02,24.53,-5.418952413387476,-1.2185106874097484
143,23.0,24.52,-5.419292104625862,-1.2176959303804675
144,22.99,24.52,-5.4206951720745264,-1.2195133304341248
145,22.98,24.52,-5.42191678835872,-1.2204358916230185
146,22.98,24.52,-5.423524082998455,-1.222083011796975
147,22.97,24.52,-5.427832032841357,-1.2223648728833119
148,22.96,24.52,-5.4281896507773855,-1.2235298928866023
149,22.95,24.52,-5.428114855071423,-1.22349894248517
150,22.94,24.52,-5.430333242754678,-1.225259280282767
151,22.94,24.51,-5.429514822176317,-1.2234661584810886
152,22.92,24.51,-5.431288626291938,-1.2258159102676065
153,22.91,24.51,-5.433539352868064,-1.225572307939686
154,22.91,24.5,-5.434021689780085,-1.2272015991728176
155,22.91,24.49,-5.434546254951726,-1.2265094077568794
156,22.91,24.49,-5.434337926219598,-1.226966155642322
157,22.9,24.49,-5.434195383065572,-1.2272705193601663
158,22.89,24.48,-5.4348337196997445,-1.2172421597114667
159,22.89,24.49,-5.437178632981353,-1.2277224345171158
160,22.88,24.48,-5.43639651562956,-1.2273134523690379
161,22.89,24.48,-5.43648251603703,-1.2279343473763797
162,22.87,24.47,-5.435822291873228,-1.2279021455416992
163,22.87,24.47,-5.437414503848518,-1.2273949216687647
164,22.87,24.47,-5.437675249529101,-1.2286919375554044
165,22.86,24.46,-5.440646589142068,-1.2288587001833973
166,22.86,24.46,-5.438091897461514,-1.227723119144734
167,22.86,24.47,-5.439321081065954,-1.2286618750399465
168,22.85,24.46,-5.439293231206793,-1.2284752920301556
169,22.85,24.45,-5.440177737186769,-1.2289473474270356
170,22.85,24.45,-5.439989725946838,-1.2283784152954371
171,22.84,24.45,-5.44280098809305,-1.2290409356133032
172,22.83,24.45,-5.44174970227416,-1.2285564386555117
173,22.83,24.44,-5.441355704280105,-1.228601989284381
174,22.83,24.45,-5.441800770785584,-1.2295213203205138
175,22.82,24.44,-5.440828084607719,-1.2272755078728754
176,22.83,24.44,-5.44149523454316,-1.2295363482254693
177,22.82,24.44,-5.443701409937387,-1.2288791583066494
178,22.82,24.44,-5.442757968562713,-1.2296759587120247
179,22.83,24.43,-5.4430346943472285,-1.2303039746097018
180,22.81,24.42,-5.4418431896744375,-1.2280658980702843
181,22.81,24.42,-5.442114786969061,-1.228549381788547
182,22.81,24.42,-5.442067688754617,-1.2273633186363004
183,22.82,24.42,-5.443837763871159,-1.2305372257895004
184,22.81,24.42,-5.441861486353735,-1.2186705150239625
185,22.82,24.41,-5.442065149423482,-1.2276876929002647
186,22.8,24.42,-5.441962619228574,-1.226859904414213
187,22.8,24.41,-5.4420806542758,-1.2168340458268188
188,22.81,24.42,-5.440921313880552,-1.2250938177889
189,22.8,24.41,-5.443092047249459,-1.2286183852849932
190,22.81,24.4,-5.441297787533148,-1.2269980465214665
191,22.81,24.4,-5.440546780645698,-1.2254514736830748
192,22.81,24.4,-5.439932261380658,-1.2255946347457993
193,22.81,24.41,-5.438881173076681,-1.2149612484722214
194,22.82,24.41,-5.438309825550791,-1.2248666627439302
195,22.82,24.4,-5.439096708635337,-1.228160258890424
196,22.82,24.39,-5.437265476886107,-1.2152234525699244
197,22.82,24.39,-5.437102870242628,-1.2245099160691826
198,22.82,24.39,-5.436858804202455,-1.2128819293554467
199,22.82,24.39,-5.43632535355872,-1.2122695514322919
200,22.82,24.39,-5.435852488826503,-1.213373448610312
201,22.82,24.39,-5.436382257679958,-1.2250167984010703
202,22.82,24.38,-5.434949333931051,-1.213825137881768
203,22.82,24.39,-5.434454532963032,-1.2123343373620739
204,22.83,24.38,-5.4337573134772885,-1.2220466959055287
205,22.83,24.39,-5.433536000594887,-1.2124699060919248
206,22.83,24.38,-5.4318713663630165,-1.2117258863753197
207,22.83,24.38,-5.432935254619688,-1.21265642349868
208,22.83,24.38,-5.432439778940201,-1.2216427259161349
209,22.83,24.38,-5.432036024975749,-1.2209857474034629
210,22.84,24.37,-5.430335482466837,-1.2104263797644677
211,22.84,24.38,-5.430404090880884,-1.2102208895685014
212,22.84,24.38,-5.430059239222851,-1.2207106230911515
213,22.85,24.38,-5.4300930691767375,-1.2112970299210275
214,22.85,24.38,-5.429375474439125,-1.2107093867194625
215,22.85,24.37,-5.427191091442002,-1.2085614545518457
216,22.85,24.38,-5.4278506495444,-1.209356271730995
217,22.85,24.37,-5.427268382999874,-1.2109291388738441
218,22.85,24.38,-5.42669224006218,-1.209687770128215
219,22.86,24.38,-5.427339007432493,-1.2091912223403345
220,22.86,24.37,-5.4258573358281685,-1.2089849670906883
221,22.86,24.37,-5.425874920068969,-1.209090273275947
222,22.87,24.37,-5.4243535742703815,-1.2087502957010352
223,22.87,24.37,-5.413670161593599,-1.2078886451465074
224,22.87,24.37,-5.424173960603816,-1.2071613292921266
225,22.87,24.37,-5.424406111662538,-1.2078710859004158
226,22.87,24.37,-5.422886954838078,-1.2080374652481094
227,22.88,24.37,-5.4218618689535685,-1.2076114282852626
228,22.88,24.37,-5.421438850477368,-1.2065677530932057
229,22.88,24.37,-5.420860445509858,-1.2066093277591683
230,22.89,24.37,-5.4218697391094715,-1.2077201470786023
231,22.88,24.36,-5.42070175590033,-1.2162028503172717
232,22.89,24.37,-5.419043034993981,-1.2066841009199147
233,22.9,24.37,-5.418604101759611,-1.207158164334572
234,22.9,24.37,-5.41833880542083,-1.2062816495260955
235,22.9,24.36,-5.407955009021281,-1.2053248426984529
236,22.9,24.37,-5.418351655485861,-1.204937666483941
237,22.91,24.37,-5.4186797697291444,-1.2052598411233295
238,22.91,24.37,-5.4176337415774745,-1.2060498049002102
239,22.9,24.36,-5.406985981617054,-1.2052723880712206
240,22.91,24.37,-5.416115827770215,-1.2049690920358638
241,22.9,24.37,-5.405307524672907,-1.204211157510241
242,22.92,24.36,-5.4167100043023355,-1.204535344445764
243,22.92,24.36,-5.415316400367275,-1.203480161904258
244,22.92,24.36,-5.414464874274963,-1.2038772274603176
245,22.92,24.37,-5.413706599345586,-1.2037901698998639
246,22.92,24.37,-5.404072096094791,-1.2032431326554371
247,22.93,24.37,-5.4132936193696555,-1.2036125823900774
248,22.93,24.36,-5.414134873754837,-1.2027342137359807
249,22.92,24.36,-5.403269649039671,-1.2030486590132707
250,22.92,24.36,-5.411985020479886,-1.2031338517461452
251,22.93,24.36,-5.411415809593992,-1.2026264822781287
252,22.93,24.36,-5.410930616054964,-1.2026691956102216
253,22.94,24.36,-5.400068786980824,-1.201885144671148
254,22.94,24.37,-5.412882105960057,-1.2026266664858256
255,22.94,24.37,-5.401366440800128,-1.2008179344805165
256,22.93,24.37,-5.409788951997978,-1.2019242256613683
257,22.94,24.37,-5.410006880976122,-1.2017406183649209
258,22.94,24.36,-5.408937940739623,-1.20133366676588
259,22.94,24.37,-5.399188732846273,-1.2020429962957053
260,22.94,24.37,-5.400728339218237,-1.2004380733571318
261,22.94,24.37,-5.410835600716559,-1.2017313848892655
262,22.95,24.37,-5.408958981191693,-1.2011838160020036
263,22.95,24.38,-5.408617743697204,-1.2006340990366
264,22.95,24.36,-5.4092928747712525,-1.2013445260873434
265,22.95,24.38,-5.397353644168566,-1.201224995238198
266,22.95,24.38,-5.40901331037368,-1.2001298536870073
267,22.95,24.38,-5.407604891945416,-1.2000957007087294
268,22.95,24.38,-5.3967328273135475,-1.200985089759992
269,22.96,24.37,-5.406956323477457,-1.2006166315303244
270,22.96,24.38,-5.406881242638507,-1.1998924197918008
271,22.96,24.38,-5.396325994087914,-1.1994817167118113
272,22.96,24.38,-5.408613376457937,-1.2003824087038546
273,22.96,24.38,-5.406165804926886,-1.2000622836518284
274,22.96,24.38,-5.406426735435931,-1.2000486408810225
275,22.96,24.38,-5.395870469399327,-1.200556002467431
276,22.96,24.38,-5.405588311634193,-1.2010411610130718
277,22.96,24.38,-5.405326483523746,-1.200052824393534
278,22.96,24.38,-5.406749478815089,-1.1999976155872885
279,22.96,24.38,-5.406056292585844,-1.1995878893844942
280,22.98,24.38,-5.404875189443273,-1.1990146722915282
281,22.96,24.38,-5.405747395573854,-1.1995496287295693
282,22.97,24.38,-5.404813370543903,-1.1988095249369717
283,22.97,24.38,-5.403800535037224,-1.198417835679353
284,22.97,24.38,-5.404759779763099,-1.1985264750627802
285,22.97,24.38,-5.404229897353138,-1.1984111826509922
286,22.97,24.38,-5.393507926663853,-1.1984708968367006
287,22.97,24.38,-5.403515874597207,-1.197934239286202
288,22.97,24.38,-5.403818682840491,-1.198213843135038
289,22.98,24.37,-5.403509750541679,-1.1984009455284443
290,22.98,24.37,-5.40454764455294,-1.1982714484488957
291,22.98,24.37,-5.403795240279452,-1.1979265857618897
292,22.98,24.38,-5.402626837338476,-1.1981822414169905
293,22.98,24.39,-5.392705217397566,-1.1980021765682904
294,22.98,24.39,-5.393067222810036,-1.1986182854824512
295,22.98,24.39,-5.392397590051757,-1.1983404279962373
296,22.98,24.38,-5.402961152410743,-1.1966200199037544
297,22.99,24.38,-5.402869944721638,-1.1976040790864717
298,22.99,24.38,-5.402041103139579,-1.196991474093025
299,22.99,24.38,-5.402071785413843,-1.196800591268348
300,22.99,24.38,-5.401059734608591,-1.1968391083048653
301,22.99,24.38,-5.402100819597592,-1.1982213032316538
302,22.98,24.38,-5.402939832462232,-1.2064196879722318
303,22.99,24.38,-5.392171419199696,-1.1975635439200383
304,22.99,24.39,-5.401973587143758,-1.1974425389355854
305,22.99,24.38,-5.401408992140876,-1.1971078453988633
306,22.99,24.39,-5.401462472811148,-1.1962473867852395
307,23.0,24.39,-5.4012245606182,-1.1969190857928753
308,22.99,24.39,-5.4008118728578545,-1.196139846395992
309,23.0,24.39,-5.401312707168132,-1.1963101087831935
310,23.0,24.39,-5.4018914296194644,-1.1964181729527958
311,23.0,24.39,-5.400570282914123,-1.1967286842283706
312,22.99,24.39,-5.400058926351044,-1.1962720347421028
313,23.0,24.39,-5.400167777396359,-1.196848955220075
314,23.0,24.39,-5.401331618732206,-1.1948914285382664
315,23.0,24.39,-5.399798705958522,-1.2046869432253615
316,22.99,24.38,-5.400807371273886,-1.1953889943184468
317,23.0,24.39,-5.400074697899373,-1.1950155657157286
318,22.99,24.39,-5.400238975881492,-1.19580979122013
319,23.0,24.39,-5.399659550977732,-1.1949894655202777
320,23.0,24.39,-5.400590332858717,-1.1941581152318501
321,23.0,24.39,-5.399650080820471,-1.1954831949189215
322,23.0,24.39,-5.4007861175519,-1.1950809595288139
323,23.0,24.39,-5.399515059042559,-1.1952115888652524
324,23.0,24.38,-5.399830426111862,-1.1952361193117762
325,23.0,24.38,-5.399675206285998,-1.19565351094462
326,23.0,24.38,-5.4007553790472995,-1.194680571254329
327,23.0,24.38,-5.399261505982672,-1.1955201156148016
328,23.0,24.39,-5.398836795078357,-1.1954934166394517
329,23.01,24.39,-5.398356818627673,-1.2045778611239266
330,23.01,24.39,-5.398293393162641,-1.194768080380901
331,23.01,24.39,-5.398794495062543,-1.1943440922150943
332,23.02,24.38,-5.400139722331054,-1.1939457399582887
333,23.01,24.39,-5.39855263830288,-1.2050548744250802
334,23.01,24.38,-5.3989339980224695,-1.193743466934795
335,23.01,24.38,-5.3976780514896685,-1.1949191942382784
336,23.02,24.39,-5.398154800712456,-1.193530779304907
337,23.02,24.39,-5.398916318178877,-1.1955611505818406
338,23.02,24.4,-5.39831553556489,-1.19385152575158
339,23.02,24.39,-5.398432277158427,-1.1947050495308662
340,23.02,24.39,-5.398789017807016,-1.1945831580603825
341,23.02,24.39,-5.3976414895725435,-1.194568460220723
342,23.02,24.39,-5.399041875009452,-1.1945835602769348
343,23.02,24.39,-5.3982989392461,-1.1937993780697085
344,23.02,24.4,-5.397529261535359,-1.192957836651444
345,23.03,24.4,-5.397926832109527,-1.203527242816148
346,23.03,24.39,-5.397779993076866,-1.1940518007894732
347,23.03,24.39,-5.396877247650577,-1.1937000187381475
348,23.03,24.4,-5.397479486090329,-1.1939634636490106
349,23.03,24.4,-5.3973632728662055,-1.2042661790248859
350,23.04,24.4,-5.39845265312112,-1.1935913248205527
351,23.04,24.39,-5.396991618469037,-1.1931544591319838
352,23.03,24.41,-5.397466923635052,-1.2031464130144054
353,23.03,24.4,-5.397799046078452,-1.1944224539788548
354,23.04,24.4,-5.397603312670199,-1.1938579093322332
355,23.04,24.41,-5.397256327596677,-1.2047635838535733
356,23.03,24.41,-5.397147250837828,-1.2050435179394914
357,23.04,24.4,-5.396478037751926,-1.2032148178634143
358,23.03,24.41,-5.397325366878011,-1.1931931409515617
359,23.04,24.4,-5.397440128414709,-1.1934639235291813
360,23.03,24.41,-5.395847656189317,-1.1933603956233214
361,23.04,24.4,-5.39721632669864,-1.2041029832793535
362,23.04,24.4,-5.396898287401858,-1.1943284815761521
363,23.03,24.4,-5.396941061611155,-1.204344649280025
364,23.03,24.4,-5.396617149396062,-1.1936011448662804
365,23.03,24.4,-5.397410214392122,-1.1940520151326552
366,23.03,24.41,-5.3970086089451454,-1.193501162859873
367,23.03,24.41,-5.397198918133835,-1.193704004163906
368,23.03,24.4,-5.397369053690324,-1.2042587304000811
369,23.03,24.41,-5.397995519802974,-1.192794844730843
370,23.02,24.4,-5.398801138476352,-1.2046615753624315
371,23.02,24.4,-5.398809159321769,-1.194253277897889
372,23.02,24.4,-5.398641395571286,-1.1937379223345201
373,23.02,24.4,-5.397715053517369,-1.1941010844901585
374,23.0,24.4,-5.400536082384767,-1.194858880972781
375,23.0,24.41,-5.401759530437505,-1.196694414058161
376,22.99,24.41,-5.4029025769101615,-1.207026806977179
377,22.98,24.41,-5.402656097863147,-1.1962912711306433
378,22.98,24.41,-5.40359560387671,-1.1964615183226115
379,22.97,24.41,-5.4036729610049,-1.196792634772184
380,22.95,24.41,-5.405978508117124,-1.2069470047990871
381,22.93,24.4,-5.410425206213273,-1.2149057729526296
382,22.92,24.42,-5.410295433286473,-1.2113889003364482
383,22.91,24.42,-5.413174887797248,-1.210650232247938
384,22.9,24.43,-5.414283304215266,-1.201706825098552
385,22.9,24.42,-5.416989765256909,-1.2123888036689985
386,22.88,24.42,-5.420410390492548,-1.2041237658425457
387,22.88,24.42,-5.422713620156344,-1.2160910044308326
388,22.86,24.43,-5.425924239572274,-1.207560802150103
389,22.85,24.42,-5.429040106115262,-1.218413121434382
390,22.84,24.43,-5.432776145153304,-1.2106476160874746
391,22.83,24.42,-5.43423822678527,-1.2115591940018413
392,22.82,24.42,-5.437085741785792,-1.2231389505513433
393,22.8,24.42,-5.440367803820948,-1.2142105494724653
394,22.79,24.43,-5.442923492763907,-1.2145404938378062
395,22.79,24.42,-5.445107483116293,-1.2150658492608735
396,22.78,24.42,-5.447382757163533,-1.2159455685321632
397,22.77,24.42,-5.450290895771644,-1.217581052617454
398,22.75,24.42,-5.452991264413464,-1.2171597063769957
399,22.74,24.41,-5.455574736337113,-1.2185483620158608
400,22.73,24.42,-5.457524481324209,-1.2284748851662324
401,22.72,24.42,-5.458602394622132,-1.2184921135113682
402,22.72,24.4,-5.459988787327579,-1.2180954569658131
403,22.7,24.4,-5.461229388967176,-1.219151649870715
404,22.7,24.4,-5.463598089548043,-1.2293108915287456
405,22.69,24.4,-5.464172160249616,-1.229853636282663
406,22.68,24.4,-5.4649667672225,-1.2195823478330217
407,22.68,24.4,-5.455886049928642,-1.2205340315995339
408,22.66,24.39,-5.46732625609125,-1.2201466715241536
409,22.66,24.39,-5.467421730583794,-1.220783703129966
410,22.65,24.38,-5.468013050245371,-1.2201698332244018
411,22.64,24.38,-5.469609650647623,-1.2204782920798687
412,22.65,24.37,-5.468905121671666,-1.2204557846373874
413,22.64,24.37,-5.469396525725447,-1.2205478779476926
414,22.63,24.37,-5.468530017987606,-1.2298392925306412
415,22.62,24.36,-5.468307454243393,-1.2201293629470662
416,22.62,24.36,-5.46868143572186,-1.2208747884928468
417,22.62,24.35,-5.469985693467498,-1.2316934323366517
418,22.61,24.35,-5.469302317713393,-1.230138147480646
419,22.61,24.34,-5.4693501007145295,-1.2211660657259336
420,22.61,24.33,-5.469024718205747,-1.2211870680933297
421,22.61,24.34,-5.468951938681732,-1.221497375315813
422,22.61,24.33,-5.467543199537934,-1.2205005154752204
423,22.6,24.33,-5.469453109361603,-1.2209760862331982
424,22.6,24.33,-5.468794012472608,-1.2220753438128455
425,22.58,24.33,-5.468600342755826,-1.2207881910652816
426,22.59,24.32,-5.45924988438871,-1.220446543406443
427,22.58,24.32,-5.469093387008976,-1.220747589406548
428,22.58,24.31,-5.467849976734524,-1.22092585981648
429,22.58,24.3,-5.469349889149772,-1.221379399591708
430,22.58,24.3,-5.469685109171381,-1.2202947347988211
431,22.59,24.3,-5.467864871270376,-1.23091537067332
432,22.58,24.3,-5.458061638317364,-1.221219517778255
433,22.57,24.3,-5.467752062203656,-1.2213010527419563
434,22.57,24.29,-5.46667708238646,-1.2209450439170852
435,22.57,24.3,-5.469243122620536,-1.2216407397686242
436,22.57,24.29,-5.4676663697842125,-1.2214043283050509
437,22.56,24.29,-5.466071810432348,-1.2210501518887618
438,22.58,24.28,-5.465932249045562,-1.2211185324007612
439,22.58,24.28,-5.456366563695779,-1.2211905268037235
440,22.57,24.28,-5.456112032885729,-1.2213115788843756
441,22.57,24.27,-5.467153558183008,-1.2207399517418074
442,22.56,24.28,-5.455429690207945,-1.2203582186449138
443,22.57,24.27,-5.464446862917968,-1.221588910590933
444,22.56,24.27,-5.455719575887483,-1.222750170681903
445,22.56,24.26,-5.454704630934986,-1.2228889099717046
446,22.58,24.27,-5.454594648378813,-1.2223178956509528
447,22.57,24.26,-5.455224754866983,-1.2211466353492737
448,22.57,24.26,-5.454768404697183,-1.2223640138413832
449,22.57,24.26,-5.453544593354804,-1.2222287894341592
450,22.57,24.26,-5.463007812584538,-1.222803807656428
451,22.57,24.25,-5.4520429899066345,-1.22185070217945
452,22.56,24.25,-5.451863286920917,-1.2227958067656823
453,22.57,24.25,-5.454141692105184,-1.2206260625974665
454,22.57,24.25,-5.451552169466496,-1.2224253381250059
455,22.57,24.25,-5.460664877053715,-1.2223930788087305
456,22.57,24.25,-5.44961676694063,-1.223174701192797
457,22.57,24.24,-5.449801361642005,-1.2240312502608262
458,22.57,24.25,-5.448812550388958,-1.2235709682382407
459,22.57,24.24,-5.458067572985729,-1.2212947428475043
460,22.57,24.24,-5.446573839008669,-1.222229783633695
461,22.58,24.24,-5.445802718019968,-1.222173444696844
462,22.58,24.24,-5.445591251154617,-1.2228640192947895
463,22.58,24.24,-5.444813863120199,-1.2223137304432357
464,22.58,24.24,-5.445183116536153,-1.2236936954210649
465,22.58,24.23,-5.445107185950312,-1.2215545127566156
466,22.58,24.23,-5.443142515761089,-1.2221530324256367
467,22.59,24.23,-5.442857514634818,-1.2228298396771458
468,22.59,24.23,-5.443187405626022,-1.2235385263262346
469,22.59,24.23,-5.44170938912309,-1.2225479024335708
470,22.59,24.23,-5.442136924899858,-1.2224387450951293
471,22.59,24.23,-5.451445043170384,-1.2215437687530821
472,22.59,24.23,-5.440903158445097,-1.2232304656391473
473,22.59,24.22,-5.441087532935349,-1.223515105368552
474,22.6,24.22,-5.43999145698836,-1.223655274655855
475,22.6,24.22,-5.440144301593999,-1.2230087827534875
476,22.6,24.23,-5.439287111271245,-1.2241302421359672
477,22.6,24.23,-5.439386747559562,-1.2232508369139032
478,22.6,24.23,-5.438959146277824,-1.2238687657435587
479,22.6,24.23,-5.437107143198887,-1.2231671421557497
480,22.6,24.23,-5.437711703643698,-1.223502764847786
481,22.61,24.23,-5.435336724352168,-1.2224501584260827
482,22.6,24.22,-5.434624104157994,-1.2225826671911484
